API_Number,Well_Name,Operator,County,Date,Formation,Oil_Prod_BBL,Gas_Prod_MCF,Water_Prod_BBL,BHP_PSI,GOR,Choke_Size
42-378-25626,WARD_UNIT_167H,AstraCore,Ward,2023-10-07,Wolfcamp B,8101.21,29123.9,2679.3,1411.0,3595.0,64
42-378-25626,WARD_UNIT_167H,AstraCore,Ward,2023-11-06,Wolfcamp B,7985.67,28890.22,2651.33,1383.0,3618.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-01-01,Wolfcamp B,46821.14,180030.98,22364.35,4500.0,3845.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-01-31,Wolfcamp B,37767.63,146671.71,18130.1,4411.0,3884.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-03-02,Wolfcamp B,31974.69,125404.14,15425.6,4324.0,3922.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-04-01,Wolfcamp B,27328.97,108234.53,13249.63,4238.0,3960.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-05-01,Wolfcamp B,23367.87,93445.35,11385.01,4154.0,3999.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-05-31,Wolfcamp B,21095.75,85170.57,10328.4,4072.0,4037.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-06-30,Wolfcamp B,19245.26,78439.51,9468.37,3991.0,4076.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-07-30,Wolfcamp B,17100.63,70355.99,8454.09,3912.0,4114.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-08-29,Wolfcamp B,15566.69,64643.56,7732.93,3835.0,4153.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-09-28,Wolfcamp B,14057.09,58915.19,7016.59,3759.0,4191.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-10-28,Wolfcamp B,13276.6,56154.55,6658.72,3684.0,4230.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-11-27,Wolfcamp B,12558.43,53599.88,6328.52,3611.0,4268.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2019-12-27,Wolfcamp B,11444.01,49283.48,5794.26,3540.0,4306.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-01-26,Wolfcamp B,10579.85,45968.79,5382.0,3470.0,4345.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-02-25,Wolfcamp B,9951.62,43621.85,5086.18,3401.0,4383.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-03-26,Wolfcamp B,9578.85,42356.13,4918.54,3334.0,4422.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-04-25,Wolfcamp B,9084.07,40517.6,4686.18,3268.0,4460.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-05-25,Wolfcamp B,8590.33,38645.67,4451.99,3203.0,4499.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-06-24,Wolfcamp B,8164.95,37045.97,4251.03,3140.0,4537.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-07-24,Wolfcamp B,7535.4,34479.31,3941.26,3077.0,4576.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-08-23,Wolfcamp B,7384.07,34070.81,3879.74,3016.0,4614.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-09-22,Wolfcamp B,6786.36,31573.84,3581.9,2957.0,4653.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-10-22,Wolfcamp B,6615.88,31035.08,3507.72,2898.0,4691.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-11-21,Wolfcamp B,6238.9,29506.56,3322.75,2841.0,4729.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2020-12-21,Wolfcamp B,5967.61,28452.95,3192.51,2785.0,4768.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-01-20,Wolfcamp B,5902.95,28371.66,3172.02,2729.0,4806.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-02-19,Wolfcamp B,5659.51,27419.18,3054.72,2675.0,4845.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-03-21,Wolfcamp B,5334.66,26050.47,2892.12,2622.0,4883.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-04-20,Wolfcamp B,5284.03,26006.4,2877.29,2570.0,4922.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-05-20,Wolfcamp B,5170.69,25647.41,2827.93,2520.0,4960.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-06-19,Wolfcamp B,4877.76,24381.98,2679.37,2470.0,4999.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-07-19,Wolfcamp B,4656.08,23452.95,2568.72,2421.0,5037.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-08-18,Wolfcamp B,4515.92,22920.57,2502.18,2373.0,5076.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-09-17,Wolfcamp B,4549.43,23265.58,2531.61,2326.0,5114.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-10-17,Wolfcamp B,4259.36,21945.95,2380.37,2280.0,5152.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-11-16,Wolfcamp B,4163.76,21613.49,2336.89,2235.0,5191.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2021-12-16,Wolfcamp B,4072.04,21293.97,2295.14,2190.0,5229.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-01-15,Wolfcamp B,4028.81,21222.82,2280.39,2147.0,5268.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-02-14,Wolfcamp B,3913.33,20764.94,2224.37,2104.0,5306.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-03-16,Wolfcamp B,3785.36,20231.46,2160.68,2063.0,5345.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-04-15,Wolfcamp B,3642.18,19606.27,2087.65,2022.0,5383.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-05-15,Wolfcamp B,3473.1,18829.64,1999.03,1982.0,5422.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-06-14,Wolfcamp B,3457.66,18878.88,1998.4,1943.0,5460.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-07-14,Wolfcamp B,3342.68,18379.6,1939.93,1904.0,5498.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-08-13,Wolfcamp B,3328.91,18431.89,1939.89,1867.0,5537.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-09-12,Wolfcamp B,3232.48,18022.24,1891.41,1830.0,5575.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-10-12,Wolfcamp B,3120.72,17519.13,1833.47,1793.0,5614.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-11-11,Wolfcamp B,3115.7,17610.79,1837.97,1758.0,5652.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2022-12-11,Wolfcamp B,3065.53,17445.06,1815.69,1723.0,5691.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-01-10,Wolfcamp B,2968.99,17009.85,1765.6,1689.0,5729.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-02-09,Wolfcamp B,2860.47,16498.11,1707.9,1655.0,5768.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-03-11,Wolfcamp B,2782.38,16154.71,1667.92,1623.0,5806.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-04-10,Wolfcamp B,2722.99,15914.57,1638.82,1591.0,5845.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-05-10,Wolfcamp B,2720.49,16004.56,1643.81,1559.0,5883.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-06-09,Wolfcamp B,2680.85,15874.41,1626.26,1528.0,5921.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-07-09,Wolfcamp B,2651.17,15800.66,1614.59,1498.0,5960.0,24
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-08-08,Wolfcamp B,2535.7,15209.95,1550.32,1468.0,5998.0,48
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-09-07,Wolfcamp B,2486.57,15010.86,1526.22,1439.0,6037.0,32
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-10-07,Wolfcamp B,2462.53,14960.41,1517.35,1411.0,6075.0,64
42-472-80707,MIDLAND_UNIT_168H,Chevron,Midland,2023-11-06,Wolfcamp B,2455.38,15011.41,1518.81,1383.0,6114.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-01-01,Avalon Shale,31285.9,51172.09,15039.99,4500.0,1636.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-01-31,Avalon Shale,24582.2,40609.4,11876.42,4411.0,1652.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-03-02,Avalon Shale,20164.03,33640.47,9790.34,4324.0,1668.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-04-01,Avalon Shale,17221.13,29012.37,8402.85,4238.0,1685.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-05-01,Avalon Shale,15284.38,25999.54,7494.57,4154.0,1701.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-05-31,Avalon Shale,13319.52,22875.07,6563.14,4072.0,1717.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-06-30,Avalon Shale,11859.47,20561.54,5872.21,3991.0,1734.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-07-30,Avalon Shale,10664.44,18664.06,5306.12,3912.0,1750.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-08-29,Avalon Shale,9775.29,17267.84,4887.22,3835.0,1766.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-09-28,Avalon Shale,9034.06,16106.24,4538.35,3759.0,1783.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-10-28,Avalon Shale,8596.1,15466.02,4339.0,3684.0,1799.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-11-27,Avalon Shale,8162.97,14820.26,4139.99,3611.0,1816.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2019-12-27,Avalon Shale,7573.84,13874.54,3859.41,3540.0,1832.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-01-26,Avalon Shale,7206.16,13318.85,3689.37,3470.0,1848.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-02-25,Avalon Shale,6863.15,12797.13,3530.26,3401.0,1865.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-03-26,Avalon Shale,6274.62,11802.39,3242.61,3334.0,1881.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-04-25,Avalon Shale,5987.75,11360.72,3108.75,3268.0,1897.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-05-25,Avalon Shale,5773.53,11048.71,3011.41,3203.0,1914.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-06-24,Avalon Shale,5404.18,10430.29,2831.75,3140.0,1930.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-07-24,Avalon Shale,5277.43,10271.98,2778.02,3077.0,1946.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-08-23,Avalon Shale,5064.25,9939.88,2677.98,3016.0,1963.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-09-22,Avalon Shale,4974.11,9844.31,2642.27,2957.0,1979.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-10-22,Avalon Shale,4712.39,9403.42,2514.57,2898.0,1995.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-11-21,Avalon Shale,4451.82,8956.27,2386.23,2841.0,2012.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2020-12-21,Avalon Shale,4327.02,8775.97,2329.73,2785.0,2028.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-01-20,Avalon Shale,4131.59,8447.18,2234.44,2729.0,2045.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-02-19,Avalon Shale,4199.06,8653.8,2281.02,2675.0,2061.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-03-21,Avalon Shale,3988.11,8284.28,2176.01,2622.0,2077.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-04-20,Avalon Shale,3926.15,8219.79,2151.64,2570.0,2094.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-05-20,Avalon Shale,3740.01,7891.26,2058.62,2520.0,2110.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-06-19,Avalon Shale,3629.74,7717.98,2006.66,2470.0,2126.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-07-19,Avalon Shale,3486.36,7470.13,1935.77,2421.0,2143.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-08-18,Avalon Shale,3431.74,7409.22,1913.69,2373.0,2159.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-09-17,Avalon Shale,3273.11,7120.29,1833.1,2326.0,2175.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-10-17,Avalon Shale,3342.18,7325.19,1879.81,2280.0,2192.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-11-16,Avalon Shale,3143.81,6941.83,1775.79,2235.0,2208.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2021-12-16,Avalon Shale,3119.34,6938.83,1769.47,2190.0,2224.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-01-15,Avalon Shale,3008.15,6740.7,1713.63,2147.0,2241.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-02-14,Avalon Shale,3008.6,6790.91,1721.12,2104.0,2257.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-03-16,Avalon Shale,2883.49,6555.69,1656.48,2063.0,2274.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-04-15,Avalon Shale,2887.43,6611.87,1665.68,2022.0,2290.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-05-15,Avalon Shale,2804.06,6466.83,1624.33,1982.0,2306.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-06-14,Avalon Shale,2704.77,6282.07,1573.31,1943.0,2323.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-07-14,Avalon Shale,2706.03,6329.26,1580.55,1904.0,2339.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-08-13,Avalon Shale,2658.77,6262.22,1559.34,1867.0,2355.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-09-12,Avalon Shale,2548.45,6044.06,1500.76,1830.0,2372.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-10-12,Avalon Shale,2484.86,5933.89,1469.29,1793.0,2388.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-11-11,Avalon Shale,2427.16,5835.81,1441.0,1758.0,2404.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2022-12-11,Avalon Shale,2406.95,5826.58,1434.79,1723.0,2421.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-01-10,Avalon Shale,2340.05,5702.9,1400.53,1689.0,2437.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-02-09,Avalon Shale,2386.48,5855.1,1434.06,1655.0,2453.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-03-11,Avalon Shale,2242.55,5538.64,1352.96,1623.0,2470.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-04-10,Avalon Shale,2271.82,5648.08,1376.08,1591.0,2486.0,32
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-05-10,Avalon Shale,2175.74,5444.82,1323.11,1559.0,2503.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-06-09,Avalon Shale,2219.81,5591.4,1355.25,1528.0,2519.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-07-09,Avalon Shale,2127.61,5393.96,1304.07,1498.0,2535.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-08-08,Avalon Shale,2070.88,5284.02,1274.28,1468.0,2552.0,48
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-09-07,Avalon Shale,2072.52,5322.11,1280.27,1439.0,2568.0,24
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-10-07,Avalon Shale,2059.3,5321.83,1277.05,1411.0,2584.0,64
42-497-81667,REEVES_UNIT_169H,Occidental,Reeves,2023-11-06,Avalon Shale,2015.04,5240.41,1254.45,1383.0,2601.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-01-01,Avalon Shale,33334.51,77191.47,19614.95,4500.0,2316.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-01-31,Avalon Shale,29350.13,68644.64,17356.78,4411.0,2339.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-03-02,Avalon Shale,26612.43,62857.92,15816.09,4324.0,2362.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-04-01,Avalon Shale,23897.33,56998.3,14272.78,4238.0,2385.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-05-01,Avalon Shale,21519.95,51826.25,12916.19,4154.0,2408.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-05-31,Avalon Shale,19260.26,46830.28,11616.6,4072.0,2431.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-06-30,Avalon Shale,17603.54,43209.68,10669.16,3991.0,2455.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-07-30,Avalon Shale,16715.96,41418.11,10180.4,3912.0,2478.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-08-29,Avalon Shale,15598.5,39010.52,9545.73,3835.0,2501.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-09-28,Avalon Shale,14237.76,35937.13,8754.9,3759.0,2524.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-10-28,Avalon Shale,13493.71,34371.56,8337.07,3684.0,2547.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-11-27,Avalon Shale,12141.58,31208.54,7537.38,3611.0,2570.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2019-12-27,Avalon Shale,11432.7,29651.19,7130.96,3540.0,2594.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-01-26,Avalon Shale,10776.78,28199.58,6753.54,3470.0,2617.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-02-25,Avalon Shale,10595.09,27969.51,6670.86,3401.0,2640.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-03-26,Avalon Shale,9887.76,26331.22,6254.6,3334.0,2663.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-04-25,Avalon Shale,9440.52,25358.83,5999.47,3268.0,2686.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-05-25,Avalon Shale,8780.59,23789.48,5605.92,3203.0,2709.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-06-24,Avalon Shale,8631.63,23585.78,5536.21,3140.0,2732.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-07-24,Avalon Shale,8268.26,22784.34,5327.48,3077.0,2756.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-08-23,Avalon Shale,7841.5,21789.91,5075.57,3016.0,2779.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-09-22,Avalon Shale,7352.43,20601.15,4780.64,2957.0,2802.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-10-22,Avalon Shale,7010.71,19806.01,4579.08,2898.0,2825.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-11-21,Avalon Shale,6876.67,19586.57,4511.76,2841.0,2848.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2020-12-21,Avalon Shale,6467.79,18571.76,4262.53,2785.0,2871.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-01-20,Avalon Shale,6290.41,18208.07,4164.13,2729.0,2895.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-02-19,Avalon Shale,5929.1,17299.55,3942.4,2675.0,2918.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-03-21,Avalon Shale,5692.38,16740.67,3801.74,2622.0,2941.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-04-20,Avalon Shale,5571.07,16512.9,3737.11,2570.0,2964.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-05-20,Avalon Shale,5506.5,16449.04,3710.0,2520.0,2987.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-06-19,Avalon Shale,5137.82,15466.69,3476.72,2470.0,3010.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-07-19,Avalon Shale,5158.4,15648.11,3505.83,2421.0,3034.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-08-18,Avalon Shale,4985.58,15239.28,3403.03,2373.0,3057.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-09-17,Avalon Shale,4839.56,14905.02,3317.61,2326.0,3080.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-10-17,Avalon Shale,4637.47,14390.03,3192.72,2280.0,3103.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-11-16,Avalon Shale,4487.83,14029.61,3102.9,2235.0,3126.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2021-12-16,Avalon Shale,4245.0,13368.79,2947.49,2190.0,3149.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-01-15,Avalon Shale,4263.13,13524.58,2972.62,2147.0,3172.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-02-14,Avalon Shale,4130.73,13200.22,2892.46,2104.0,3196.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-03-16,Avalon Shale,4067.24,13091.51,2859.96,2063.0,3219.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-04-15,Avalon Shale,3865.71,12532.36,2729.63,2022.0,3242.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-05-15,Avalon Shale,3849.85,12570.07,2729.75,1982.0,3265.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-06-14,Avalon Shale,3645.66,11987.8,2595.7,1943.0,3288.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-07-14,Avalon Shale,3554.1,11769.05,2540.97,1904.0,3311.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-08-13,Avalon Shale,3468.35,11565.39,2489.86,1867.0,3335.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-09-12,Avalon Shale,3438.93,11546.93,2478.86,1830.0,3358.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-10-12,Avalon Shale,3266.08,11042.19,2363.88,1793.0,3381.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-11-11,Avalon Shale,3180.34,10825.97,2311.18,1758.0,3404.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2022-12-11,Avalon Shale,3098.21,10618.14,2260.61,1723.0,3427.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-01-10,Avalon Shale,3167.91,10930.34,2320.78,1689.0,3450.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-02-09,Avalon Shale,2972.09,10323.55,2186.08,1655.0,3473.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-03-11,Avalon Shale,2916.37,10197.54,2153.67,1623.0,3497.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-04-10,Avalon Shale,2926.46,10300.59,2169.74,1591.0,3520.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-05-10,Avalon Shale,2871.23,10172.65,2137.23,1559.0,3543.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-06-09,Avalon Shale,2805.03,10003.08,2096.21,1528.0,3566.0,24
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-07-09,Avalon Shale,2677.75,9611.17,2008.97,1498.0,3589.0,32
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-08-08,Avalon Shale,2693.81,9731.21,2028.94,1468.0,3612.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-09-07,Avalon Shale,2635.16,9580.37,1992.52,1439.0,3636.0,48
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-10-07,Avalon Shale,2598.75,9508.17,1972.64,1411.0,3659.0,64
42-401-87042,MIDLAND_UNIT_170H,AstraCore,Midland,2023-11-06,Avalon Shale,2469.79,9093.54,1882.02,1383.0,3682.0,48
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-01-01,Avalon Shale,45516.61,91586.27,14503.66,4500.0,2012.0,48
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-01-31,Avalon Shale,40049.43,81391.33,12825.37,4411.0,2032.0,24
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-03-02,Avalon Shale,37322.08,76599.6,12011.43,4324.0,2052.0,24
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-04-01,Avalon Shale,32819.28,68018.45,10614.58,4238.0,2073.0,24
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-05-01,Avalon Shale,29927.65,62627.69,9727.03,4154.0,2093.0,24
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-05-31,Avalon Shale,28833.02,60917.19,9417.19,4072.0,2113.0,24
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-06-30,Avalon Shale,26342.78,56185.97,8645.82,3991.0,2133.0,64
42-286-63377,LOVING_UNIT_171H,Occidental,Loving,2019-07-30,Avalon Shale,24240.12,52189.0,7994.34,3912.0,2153.0,32
